customer_account_number,to_recipient_customer_account,old_balance,transaction_amount,new_balance,tp_recipient_customer_account_balance,transaction_time_in_ms,transaction_frequency,average_transaction_amount,account_age_days,method_of_transaction,transaction_currency,location_data,device_used,kyc_status,label_for_fraud,smurfing_indicator,previous_fraud_flag,transaction_id,timestamp,IFSC CODE,IP ADDRESS,MAC address,NARRATION,ECOMMERCE PLATFORM,,,,,,,,,,,,,,,,,,,
85738,18591,49560.93,23621.62,25939.31,55289.85,681,8,-771.23,2900,8,INR,Sudan,Desktop,PARTIAL,1,1,0,T00000751,05-04-2025 19:59,SBIN0001234,241.18.233.131,5C:3C:28:6D:F1:82,User purchased from Etsy,Etsy,,,,,,,,,,,,,,,,,,,
65478,79546,146135.17,2606.66,143528.51,18968.67,607,1,592.23,952,2,INR,Netherlands Antilles,Tablet,FULL,0,1,1,T00000752,05-04-2025 19:59,SBIN0001234,3.17.168.24,40:7F:A2:6A:FF:9B,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
30033,97987,20112.59,40888.09,-20775.5,43720.66,822,9,-2286.46,1507,5,INR,Pakistan,POS,PARTIAL,0,0,0,T00000753,05-04-2025 19:59,SBIN0000234,93.232.248.181,2E:A1:86:A3:F7:4C,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
32392,82565,136333.2,18309.73,118023.47,56706.48,481,3,1069.76,2523,8,INR,South Africa,Tablet,PARTIAL,1,0,0,T00000754,05-04-2025 19:59,SBIN0001234,78.90.137.102,32:15:0C:56:DF:52,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
84782,94359,57995.33,5543.87,52451.46,96464.44,863,4,-779.76,422,1,INR,Zambia,Desktop,PARTIAL,1,0,0,T00000755,05-04-2025 19:59,AXIS0000312,131.31.22.206,6C:7F:67:E3:E0:AA,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
51551,91783,139524.73,21974.06,117550.67,33995.67,526,4,-2514.65,2821,2,INR,United States of America,Desktop,FULL,0,0,1,T00000756,05-04-2025 19:59,ICIC0000889,138.67.24.209,C5:24:45:A1:61:5D,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
60612,11926,148071.81,4982.1,143089.71,80702.13,493,5,56.06,2790,4,INR,Lesotho,ATM,PARTIAL,1,1,1,T00000757,05-04-2025 19:59,ICIC0000889,255.187.171.23,6C:1E:B4:01:BE:0B,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
31458,74724,14453.47,9574.28,4879.19,69226.86,704,2,-2028.6,2811,3,INR,Lithuania,Tablet,NONE,0,0,0,T00000758,05-04-2025 19:59,HDFC0001234,20.164.86.115,0C:58:6E:7E:63:72,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
60612,56568,12112.32,26081.68,-13969.36,79455.2,542,1,1473.91,2830,1,INR,Gambia,Tablet,PARTIAL,0,0,0,T00000759,05-04-2025 19:59,HDFC0001234,97.15.114.156,54:40:0F:6F:64:25,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
35651,56789,71695.42,743.98,70951.44,34070.97,881,3,2853.28,847,5,INR,Switzerland,Desktop,FULL,1,0,0,T00000760,05-04-2025 19:59,HDFC0001234,97.90.111.84,92:0F:DE:87:9A:1F,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
31458,16771,36506.64,45352.92,-8846.28,64634.14,947,9,2887.79,543,4,INR,Peru,Tablet,PARTIAL,0,1,1,T00000761,05-04-2025 19:59,ICIC0000456,147.44.40.191,C5:2A:75:90:AB:B9,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
51461,42998,79384.65,35893.86,43490.79,56061.05,634,2,1165.77,1320,6,INR,Gambia,Mobile,PARTIAL,1,1,0,T00000762,05-04-2025 19:59,AXIS0000312,22.140.160.176,A6:06:93:48:9A:9C,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
51461,17435,24163.71,16241.44,7922.27,63843.13,953,8,-2365.84,1457,3,INR,Cuba,Laptop,FULL,0,0,1,T00000763,05-04-2025 19:59,SBIN0001234,45.183.41.136,A6:06:A0:83:60:90,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
60612,52460,113342.7,47426.45,65916.25,44098.89,545,10,-2087.09,1735,6,INR,Qatar,ATM,PARTIAL,0,1,1,T00000764,05-04-2025 19:59,AXIS0000312,90.148.39.149,C2:8E:23:09:19:A0,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
64961,10546,73939.23,23007.28,50931.95,28055.95,679,8,2594.42,582,4,INR,Mongolia,POS,PARTIAL,1,1,0,T00000765,05-04-2025 19:59,SBIN0000234,72.207.72.24,78:38:21:8E:FA:87,User purchased from Etsy,Etsy,,,,,,,,,,,,,,,,,,,
71143,50329,24945.09,30736.59,-5791.5,95806.04,686,1,779.91,2342,0,INR,Dominican Republic,Tablet,PARTIAL,0,0,0,T00000766,05-04-2025 19:59,SBIN0000234,195.193.73.156,C1:32:4F:18:E6:45,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
20437,42594,135625.11,49412.07,86213.04,15306.96,611,5,1885.46,2327,1,INR,Andorra,Mobile,NONE,1,0,0,T00000767,05-04-2025 19:59,SBIN0000234,209.57.100.3,CA:21:08:50:1C:A9,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
85738,32362,36672.37,9892.83,26779.54,41367.74,525,9,759.09,2799,7,INR,Moldova,POS,FULL,0,1,1,T00000768,05-04-2025 19:59,AXIS0000312,231.183.98.192,E4:19:26:36:C2:C4,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
32392,27233,136815.06,25183.04,111632.02,82941.92,596,7,1028.28,2034,3,INR,Saudi Arabia,Tablet,NONE,1,1,0,T00000769,05-04-2025 20:00,ICIC0000889,56.118.85.23,E1:F8:7F:42:70:FE,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
71143,48009,97988.5,31786.4,66202.1,87669.18,761,8,-1592.25,2503,4,INR,Madagascar,Laptop,PARTIAL,1,0,0,T00000770,05-04-2025 20:00,AXIS0000312,212.178.166.82,E7:C4:59:EB:76:A2,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
85738,85387,73517.34,24894.8,48622.54,44295.77,745,2,-2788,2358,0,INR,Anguilla,POS,FULL,0,0,1,T00000771,05-04-2025 20:00,ICIC0000889,45.84.237.87,39:F8:F5:44:0C:1B,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
60612,68483,56254.62,8040.22,48214.4,41824.86,644,7,-579.19,2859,7,INR,Guinea-Bissau,ATM,NONE,1,0,1,T00000772,05-04-2025 20:00,ICIC0000889,98.242.28.194,6B:66:A3:63:36:40,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
35651,55725,26671.22,33604.35,-6933.13,13870.83,946,5,-854.92,1084,4,INR,Algeria,Desktop,NONE,1,0,1,T00000773,05-04-2025 20:00,AXIS0000312,163.60.8.147,DB:51:2A:03:AD:4F,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
35651,40826,36008.44,29503.95,6504.49,63639.89,677,10,2772.57,2545,4,INR,Trinidad and Tobago,Tablet,FULL,0,0,0,T00000774,05-04-2025 20:00,ICIC0000889,178.59.199.58,A9:F9:B3:04:C1:58,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
15049,58590,114892.52,43539.04,71353.48,34400.64,457,2,-217.6,2293,3,INR,Papua New Guinea,Desktop,PARTIAL,1,1,0,T00000775,05-04-2025 20:00,HDFC0001234,116.206.155.51,E3:D5:EB:2B:19:D8,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
43766,99103,104044.01,46476.31,57567.7,12584.15,971,4,1569.28,292,7,INR,Reunion,Laptop,NONE,0,1,0,T00000776,05-04-2025 20:00,ICIC0000456,178.18.105.105,B0:10:EA:8E:2B:04,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
51551,58220,94891.83,4433.85,90457.98,91903.35,423,10,1447.26,2298,5,INR,Aruba,Mobile,NONE,0,0,0,T00000777,05-04-2025 20:00,ICIC0000889,207.164.163.109,C5:42:07:1A:99:D9,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
71631,57028,137558.51,47392.51,90166,11332.57,629,7,274.46,106,3,INR,North Macedonia,Laptop,FULL,1,0,1,T00000778,05-04-2025 20:00,HDFC0001234,251.126.69.150,21:96:CF:92:BA:3A,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
71631,11290,57297.58,47544.68,9752.9,55889.78,815,4,1051.55,2083,4,INR,Saint Kitts and Nevis,ATM,PARTIAL,0,1,1,T00000779,05-04-2025 20:00,ICIC0000889,10.164.198.133,AA:54:65:19:DF:0F,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
70762,22015,116597.7,45343.13,71254.57,13011.18,679,7,-1499.63,1563,8,INR,Germany,POS,FULL,0,0,1,T00000780,05-04-2025 20:00,AXIS0000312,109.131.63.6,4F:11:D4:62:CB:1D,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
70762,62114,11471.11,23843.37,-12372.26,23671.65,816,6,2864.53,2056,5,INR,Morocco,Tablet,NONE,1,0,0,T00000781,05-04-2025 20:00,SBIN0001234,135.15.199.121,5A:76:BE:02:09:22,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
84782,63424,20806.88,46533.71,-25726.83,99129.23,457,2,-1740.22,265,8,INR,France,Desktop,PARTIAL,0,1,1,T00000782,05-04-2025 20:00,SBIN0001234,93.252.86.106,6E:6C:17:44:61:9B,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
60612,51446,126953.75,10468.33,116485.42,71922.97,537,1,1048.02,2314,7,INR,Swaziland,ATM,FULL,0,0,1,T00000783,05-04-2025 20:00,SBIN0000234,248.17.209.191,53:B3:56:7C:E9:22,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
51551,31687,70486.11,13104.67,57381.44,12779.96,477,8,1385.19,310,4,INR,Mexico,Laptop,FULL,1,0,1,T00000784,05-04-2025 20:00,ICIC0000889,46.85.109.116,43:3F:69:2E:99:5C,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
65478,46713,57814.44,17605.98,40208.46,62813.55,941,8,149.84,2758,4,INR,Equatorial Guinea,Laptop,PARTIAL,0,1,1,T00000785,05-04-2025 20:00,SBIN0001234,133.9.205.60,14:82:BE:C6:EE:C3,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
85738,65590,23839.26,17366.18,6473.08,30887.61,478,1,1296.92,1918,7,INR,Estonia,POS,FULL,1,0,1,T00000786,05-04-2025 20:00,ICIC0000456,248.103.153.242,EA:8B:F1:E2:C2:E3,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
64961,20524,66042.57,36653.98,29388.59,16583.37,776,9,-2880.82,2489,0,INR,Saint Lucia,Mobile,PARTIAL,1,1,1,T00000787,05-04-2025 20:00,ICIC0000889,80.19.53.207,5B:A7:C3:DA:32:A3,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
85738,99680,49400.7,22413.83,26986.87,84023.34,991,3,2866.66,733,1,INR,Greenland,POS,PARTIAL,0,0,0,T00000788,05-04-2025 20:00,AXIS0000312,6.34.216.139,83:A9:04:70:FD:A2,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
51461,49961,27069.69,39288.16,-12218.47,69931.93,856,2,-990.1,1494,3,INR,Saint Helena,Laptop,NONE,0,1,0,T00000789,05-04-2025 20:00,ICIC0000456,206.67.126.66,7A:6D:A7:A6:5C:DE,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
54376,56188,90729.74,35250.51,55479.23,16499.89,585,8,-1989.23,111,6,INR,Thailand,Tablet,PARTIAL,1,1,0,T00000790,05-04-2025 20:00,SBIN0000234,146.149.185.58,A2:D0:67:CE:6D:D3,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
31458,64563,144607.75,16941.26,127666.49,31084.11,899,4,2693.75,494,1,INR,Morocco,POS,PARTIAL,0,0,0,T00000791,05-04-2025 20:00,ICIC0000456,28.25.84.192,CF:89:DF:39:68:7E,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
45961,78951,24200.05,14553.98,9646.07,56817.9,708,10,2628.93,1137,7,INR,Paraguay,POS,PARTIAL,1,0,0,T00000792,05-04-2025 20:00,SBIN0001234,190.154.46.133,0A:5C:F2:D0:00:F8,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
60612,69371,130244.24,37929.54,92314.7,61871.32,550,9,-2316.72,3000,2,INR,Morocco,POS,PARTIAL,0,1,1,T00000793,05-04-2025 20:00,SBIN0000234,113.240.179.74,34:F6:6B:04:8B:16,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
66421,97590,51549.37,42793.26,8756.11,99865.74,784,10,2069.04,2119,0,INR,Tajikistan,Laptop,NONE,0,0,0,T00000794,05-04-2025 20:00,AXIS0000312,41.184.200.91,8C:5D:3E:E7:C3:61,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
30033,85408,72092.63,39876.77,32215.86,14957.99,625,1,66.55,2793,4,INR,Norway,Desktop,FULL,0,1,1,T00000795,05-04-2025 20:00,ICIC0000889,93.246.145.60,7B:C7:56:48:F2:7D,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
39828,92061,119170.17,34590.7,84579.47,60604.63,602,10,8.02,811,0,INR,Greenland,Tablet,PARTIAL,0,1,1,T00000796,05-04-2025 20:00,SBIN0000234,69.143.173.98,D2:FF:76:0D:CC:08,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
12908,71338,115097.85,35082.33,80015.52,64000.59,450,2,-469.86,785,3,INR,Azerbaijan,Laptop,PARTIAL,1,0,0,T00000797,05-04-2025 20:00,ICIC0000889,145.233.130.168,88:7D:E0:20:40:BA,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
64961,43549,126668.23,25153.95,101514.28,45094.93,922,8,-357.21,2273,7,INR,Eritrea,Tablet,FULL,0,0,0,T00000798,05-04-2025 20:00,SBIN0000234,180.96.113.10,79:DD:57:2B:4B:58,User purchased from Etsy,Etsy,,,,,,,,,,,,,,,,,,,
20437,72122,112513.49,12835.11,99678.38,61051.88,883,7,1844.56,2344,4,INR,Kenya,POS,PARTIAL,0,0,0,T00000799,05-04-2025 20:01,ICIC0000456,33.111.225.238,14:E5:C4:2E:57:41,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
39828,89138,141408.38,33622.14,107786.24,19268.61,410,2,2332.62,2153,8,INR,Western Sahara,Laptop,FULL,1,0,1,T00000800,05-04-2025 20:01,ICIC0000456,179.30.21.66,6B:A0:C9:C0:09:96,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
64961,92984,36800.52,1392.62,35407.9,32968.45,623,3,-2186.87,1304,5,INR,Cameroon,Laptop,PARTIAL,1,0,0,T00000801,05-04-2025 20:01,HDFC0001234,57.60.211.66,93:DD:76:ED:8B:7C,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
20437,48338,19484.67,34212.91,-14728.24,80189.4,896,2,1471.76,565,1,INR,Korea,ATM,NONE,1,0,0,T00000802,05-04-2025 20:01,HDFC0001234,33.206.251.166,96:BE:8B:49:0C:27,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
12908,88265,51771.67,22347.55,29424.12,68265.5,954,4,-511.1,272,8,INR,Japan,Mobile,FULL,1,0,0,T00000803,05-04-2025 20:01,SBIN0000234,70.53.26.166,0C:EE:C2:42:BD:75,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
35651,42214,14773.32,17360.07,-2586.75,46258.69,717,5,-1813.55,1638,8,INR,Algeria,Tablet,PARTIAL,0,0,0,T00000804,05-04-2025 20:01,ICIC0000456,190.59.189.66,C7:1E:39:AF:C6:A1,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
15049,49575,36876.9,29684.99,7191.91,29376.52,946,1,1282.65,2986,8,INR,Kiribati,Tablet,PARTIAL,1,0,1,T00000805,05-04-2025 20:01,SBIN0000234,50.52.0.187,DB:2B:2D:C4:2F:E9,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
45961,52684,79598.42,48695.12,30903.3,21878.74,536,1,415.65,1867,1,INR,Bouvet Island (Bouvetoya),POS,FULL,1,1,1,T00000806,05-04-2025 20:01,ICIC0000456,91.68.166.53,CB:74:1E:C4:82:12,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
39828,59099,117834.62,8160.25,109674.37,59420.54,908,8,1763.82,1087,5,INR,Yemen,ATM,PARTIAL,1,0,1,T00000807,05-04-2025 20:01,SBIN0001234,205.37.223.0,F0:5F:DC:2F:FB:C0,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
66421,45572,138506.19,14204,124302.19,66733.31,514,9,-866.85,1556,4,INR,Slovakia (Slovak Republic),Desktop,FULL,1,1,0,T00000808,05-04-2025 20:01,ICIC0000456,195.229.211.70,85:97:8E:B6:0E:49,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
51461,32752,125367.19,48348.66,77018.53,33855.52,547,9,-1751.31,468,6,INR,Sweden,POS,FULL,1,1,1,T00000809,05-04-2025 20:01,ICIC0000456,153.13.247.149,55:0E:A9:7A:01:E5,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
12908,87240,40487.39,5632.23,34855.16,32284.51,478,7,-2911.3,1397,2,INR,Vietnam,POS,PARTIAL,0,1,0,T00000810,05-04-2025 20:01,ICIC0000889,236.167.123.123,73:07:94:2A:0D:9A,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
71631,26664,84903.87,9699.5,75204.37,15908.53,832,1,2157.92,757,1,INR,Nepal,Mobile,NONE,0,1,0,T00000811,05-04-2025 20:01,ICIC0000889,199.17.182.151,9F:22:3B:FB:10:C4,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
45961,36083,59715.17,44158.07,15557.1,39499.34,540,5,2733.46,2176,4,INR,Finland,Laptop,NONE,1,0,1,T00000812,05-04-2025 20:01,SBIN0001234,202.177.77.80,41:14:D0:2E:AD:C0,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
51551,13430,31262.65,30732.44,530.21,26243.17,528,5,-2629.9,1312,2,INR,Guinea,POS,NONE,1,1,1,T00000813,05-04-2025 20:01,SBIN0000234,204.154.185.125,90:11:17:04:D0:9F,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
54376,61951,111114.57,40023.88,71090.69,36047.2,885,5,118.49,1928,0,INR,Slovakia (Slovak Republic),ATM,NONE,1,0,1,T00000814,05-04-2025 20:01,AXIS0000312,93.159.80.26,05:8C:A4:89:75:2B,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
65478,26489,16289.5,44529.33,-28239.83,97536.78,777,1,1831.34,2562,6,INR,Latvia,Tablet,NONE,1,0,0,T00000815,05-04-2025 20:01,ICIC0000889,249.15.113.253,7F:09:F6:64:D4:1F,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
66421,50615,100283.46,7878.49,92404.97,72059.31,442,10,2914.77,191,1,INR,Switzerland,Tablet,FULL,1,0,1,T00000816,05-04-2025 20:01,ICIC0000456,29.210.136.92,15:10:29:E0:5E:DA,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
66421,37641,85229.4,32334.26,52895.14,44957.82,734,3,-2550.44,2278,6,INR,Brunei Darussalam,Mobile,PARTIAL,1,1,0,T00000817,05-04-2025 20:01,ICIC0000889,94.25.249.126,33:71:11:DD:EF:96,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
63964,88886,16131.9,47203.06,-31071.16,26810.5,749,2,43.58,2741,0,INR,Bosnia and Herzegovina,Laptop,PARTIAL,0,1,0,T00000818,05-04-2025 20:01,ICIC0000456,105.22.165.184,B7:EC:1D:31:42:9C,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
45961,11282,51335.04,19982.75,31352.29,61578.99,744,10,150.79,2675,7,INR,Macao,Laptop,PARTIAL,1,1,1,T00000819,05-04-2025 20:01,SBIN0000234,21.37.13.79,27:4C:69:8F:09:7A,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
30033,81332,90334.51,29746.64,60587.87,28222.9,567,1,2071.45,2412,0,INR,Switzerland,ATM,FULL,0,1,0,T00000820,05-04-2025 20:01,AXIS0000312,213.21.246.82,DD:2F:DF:4F:DB:97,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
30033,14605,101447.91,15051.14,86396.77,22194.73,622,6,538.05,2000,6,INR,United Kingdom,Tablet,PARTIAL,1,1,1,T00000821,05-04-2025 20:01,AXIS0000312,84.208.51.238,EE:61:BC:44:A0:7D,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
31458,48404,31305.1,28535.31,2769.79,94021.24,800,6,751.88,2722,3,INR,South Africa,Desktop,PARTIAL,1,0,0,T00000822,05-04-2025 20:01,ICIC0000456,72.34.39.9,94:28:FF:42:FF:4B,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
85738,15702,144613.87,2167.39,142446.48,93108.82,451,7,2664.51,1176,5,INR,Bulgaria,Desktop,NONE,0,1,1,T00000823,05-04-2025 20:01,AXIS0000312,218.11.42.138,3D:EF:BE:25:CF:62,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
45961,74953,14682.84,16376.85,-1694.01,42312.25,828,9,-1882.5,2528,7,INR,Netherlands,Mobile,FULL,1,1,1,T00000824,05-04-2025 20:01,ICIC0000889,124.220.109.180,B9:5D:50:9B:00:AC,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
60612,50512,147667.41,26837.61,120829.8,73870.79,767,5,759.82,2372,4,INR,Costa Rica,Mobile,FULL,0,1,1,T00000825,05-04-2025 20:01,HDFC0001234,133.42.32.181,BB:F1:07:32:CA:CF,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
71631,74181,37295.52,30412.28,6883.24,11811.23,693,2,785.62,728,2,INR,Ireland,Laptop,NONE,1,0,1,T00000826,05-04-2025 20:01,ICIC0000889,23.121.161.167,99:F1:DE:D3:01:BB,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
66421,74573,124187.62,979.27,123208.35,32865.15,609,4,-2.7,448,0,INR,Comoros,Mobile,NONE,1,1,0,T00000827,05-04-2025 20:01,AXIS0000312,251.137.207.9,16:20:57:D5:16:8C,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
20437,95357,58859.31,36049.55,22809.76,22326.43,946,8,-302.74,2554,4,INR,Brazil,Mobile,NONE,1,1,0,T00000828,05-04-2025 20:01,HDFC0001234,206.123.5.81,5C:D4:05:01:72:FB,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
51551,39054,52386.4,4949.15,47437.25,21880.85,775,5,2353.06,2119,3,INR,Ethiopia,Tablet,PARTIAL,0,1,1,T00000829,05-04-2025 20:02,ICIC0000456,174.9.111.168,EA:A6:99:B0:01:AA,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
63457,32542,136775.25,34385.67,102389.58,86789.25,994,5,32.35,1287,0,INR,Guernsey,POS,PARTIAL,0,1,0,T00000830,05-04-2025 20:02,SBIN0001234,38.227.146.254,83:72:6E:F5:3E:E7,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
66421,65344,120094.86,41401.62,78693.24,22194.25,907,1,-1718.91,1521,7,INR,Cape Verde,ATM,PARTIAL,0,0,0,T00000831,05-04-2025 20:02,HDFC0001234,199.190.36.242,6F:DE:AF:D8:08:25,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
43766,83137,67445.93,18236.82,49209.11,24979.95,986,9,717.03,1109,4,INR,Qatar,Tablet,PARTIAL,0,1,1,T00000832,05-04-2025 20:02,SBIN0000234,148.133.194.66,C4:42:C0:D9:00:6A,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
64961,16458,94919.38,42817.47,52101.91,20115.9,790,6,-343.97,2312,3,INR,Colombia,Laptop,NONE,0,0,1,T00000833,05-04-2025 20:02,ICIC0000889,129.82.199.154,C0:CD:12:9A:0B:3C,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
60612,44028,102048.66,11783.69,90264.97,70609.66,412,2,-2508.36,980,5,INR,Libyan Arab Jamahiriya,Desktop,NONE,0,0,1,T00000834,05-04-2025 20:02,ICIC0000456,152.206.76.65,B7:B4:27:B4:7B:E9,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
51551,77454,142931.98,20050.75,122881.23,48262.6,574,8,1480.96,1939,2,INR,Saint Kitts and Nevis,Mobile,NONE,0,1,0,T00000835,05-04-2025 20:02,HDFC0001234,32.235.239.14,DE:CC:71:F2:F2:B0,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
66421,74940,64123.16,6022.9,58100.26,93843.01,876,1,-2032.38,610,4,INR,Turkey,Desktop,FULL,1,0,0,T00000836,05-04-2025 20:02,ICIC0000889,202.9.235.244,4B:F4:93:66:41:4B,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
63964,95716,126794.55,9334.43,117460.12,92026.92,848,5,-637.08,1192,7,INR,South Africa,Laptop,FULL,0,1,1,T00000837,05-04-2025 20:02,ICIC0000889,188.245.176.130,50:76:DF:73:D6:42,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
45961,43187,106296.88,41550.42,64746.46,29497.34,523,8,2955.54,2241,3,INR,Morocco,Mobile,FULL,1,1,0,T00000838,05-04-2025 20:02,ICIC0000889,88.12.132.14,27:64:B5:5C:D8:B2,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
66421,26168,83446.65,1244.05,82202.6,28649.44,451,4,2114.82,469,0,INR,Spain,Tablet,NONE,0,1,1,T00000839,05-04-2025 20:02,HDFC0001234,45.75.143.43,80:8F:81:30:F9:D4,User purchased from Etsy,Etsy,,,,,,,,,,,,,,,,,,,
71143,81002,43571.52,11652.19,31919.33,58662.83,998,2,-1054.54,2949,3,INR,Senegal,Desktop,NONE,1,0,1,T00000840,05-04-2025 20:02,SBIN0001234,53.195.159.196,BD:F4:BC:D4:5A:5E,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
71143,70726,72250.08,28540.85,43709.23,83442.71,971,3,624.18,2067,7,INR,Marshall Islands,Mobile,PARTIAL,0,1,1,T00000841,05-04-2025 20:02,SBIN0001234,62.57.6.25,B0:A6:A8:DE:5D:7A,User purchased from Etsy,Etsy,,,,,,,,,,,,,,,,,,,
84782,58069,125351.25,46338.3,79012.95,49339.05,481,7,2207.56,1175,4,INR,Tuvalu,Desktop,FULL,1,1,0,T00000842,05-04-2025 20:02,ICIC0000889,20.145.60.202,EB:21:B2:49:10:F1,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
32392,73297,56386.46,31373.97,25012.49,92585.43,685,1,1880.26,1447,6,INR,Switzerland,ATM,PARTIAL,0,1,1,T00000843,05-04-2025 20:02,AXIS0000312,52.182.153.4,8E:CD:1B:4F:D0:7D,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
66421,18508,40463.55,28637.32,11826.23,50326.09,801,4,-1538.77,269,6,INR,Guatemala,Desktop,PARTIAL,1,0,0,T00000844,05-04-2025 20:02,SBIN0000234,144.22.61.31,C8:91:68:B9:A5:D6,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
